Epoch,Train Loss,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Validation Loss,Validation Accuracy,Validation Precision,Validation Recall,Validation F1 Score
1,0.25153901303655085,91.82916558693962,0.9182131572131964,0.9182256292186608,0.9181842976233686,0.10326839127629903,96.73490541591086,0.9660880134817815,0.967881800252407,0.9669285434749004
2,0.1288650148542154,95.76800984711065,0.957764991961032,0.9577947145014265,0.9577765517127909,0.09341616619245283,96.93573464628142,0.9693744256761848,0.9690548900149353,0.9690064596850286
3,0.0991064824014323,96.76081886499092,0.9675924136474566,0.9675969833253623,0.9675923946120941,0.06430739179416511,97.94635916040426,0.9792895660800551,0.9792530084898254,0.9791982045222052
4,0.08217578117374977,97.33253433532003,0.973274790458946,0.9732864568472083,0.9732772837068224,0.05444700716330436,98.21197201347499,0.9814406298301187,0.9821546087281631,0.9817561549462979
5,0.07190506300391929,97.69370303187354,0.9769498296058736,0.9769549164159517,0.9769513193217478,0.05932675256366373,98.14718839077482,0.9808894496016026,0.9818256546345925,0.9812806175212181
6,0.06369531744641102,97.91072816791915,0.9791278310536222,0.9791345355243233,0.979130728193868,0.047045127937823776,98.49701995335579,0.9850632315684786,0.9848277916435616,0.9849153803588708
7,0.057348230011143524,98.13261207566727,0.9813647579280901,0.9813595720181473,0.9813611406043845,0.05237675699368977,98.30266908525525,0.98205257544518,0.9839903319334697,0.982956184384252
8,0.050311706386282774,98.34801762114537,0.9834945742333101,0.9834939524364192,0.9834940529729157,0.041352474252407984,98.65897901010625,0.9871130844596279,0.9859127713798492,0.9864529765958081
9,0.0471000040592861,98.47920445711324,0.9848334353641035,0.9848379925354442,0.9848351986338062,0.040907537031667614,98.60067374967608,0.9856305741575458,0.9858687499693615,0.9857398026535016
10,0.04184119019699521,98.57799948173101,0.9857963624674826,0.9857953536796352,0.9857954852869758,0.04824785021677444,98.54884685151593,0.9855446186342015,0.9853167174147536,0.9853982930392391
11,0.04145703573854172,98.64926146670122,0.9865104590672895,0.9865008688839514,0.9865043857356756,0.037807964021309884,98.74319771961648,0.9868072140604336,0.987634698400346,0.9871996443625513
12,0.03855735152767407,98.76425239699404,0.987638657473964,0.9876425807921128,0.9876403052188629,0.184050970739255,94.22130085514382,0.9476212302627931,0.9441307134058702,0.9407584090463514
13,0.03686599939018582,98.82903601969421,0.9882864100158204,0.9882830396549337,0.9882842460904969,0.03391634216563896,99.01528893495724,0.9896420850401522,0.9901338440212092,0.9898686562798813
14,0.034680451540899354,98.85980824047681,0.988546472674012,0.9885478052268475,0.9885469368381661,0.10209200431809204,97.24021767297228,0.9739608771033156,0.9736694871831032,0.9731395415681491
15,0.031795338976386645,98.95860326509458,0.9895892073292847,0.9895883190848367,0.9895884082432489,0.03594186019148667,99.01528893495724,0.989732247060867,0.9901342466064352,0.9899234847201153
