Epoch,Train Loss,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Validation Loss,Validation Accuracy,Validation Precision,Validation Recall,Validation F1 Score
24,0.0160,99.47,0.994702651204629,0.9947068408579389,0.9947046142473306,0.0283,99.17,0.991384109887393,0.9915293514603302,0.9914436382110922
25,0.0186,99.37,0.9936475672294252,0.9936478546570096,0.9936475314723514,0.0211,99.37,0.9935952564335478,0.9933609614732123,0.9934744623443178
26,0.0158,99.47,0.99473559473915,0.9947308199765165,0.994733107187716,0.0269,99.13,0.991398448252029,0.9908891268745409,0.9911253569819356
27,0.0162,99.50,0.99504902005538,0.9950457625049332,0.9950471734654277,0.0292,99.03,0.9903163205697708,0.9902526300079297,0.9902659564152688
28,0.0156,99.47,0.9947009579679733,0.9946960322130356,0.9946980084152722,0.0237,99.28,0.9923412181759966,0.9926430719676939,0.9924883965953215
29,0.0125,99.56,0.9956135487695763,0.9956122440354781,0.9956126756367136,0.0581,98.33,0.9838326505738983,0.9832463635861534,0.983254967440044
30,0.0137,99.53,0.9952990584429363,0.995300288829164,0.9952995458393311,0.0245,99.31,0.9930684300518295,0.9931190469043458,0.9930841726549186
31,0.0133,99.55,0.9954906264385388,0.9954860315386447,0.9954882408114055,0.0239,99.25,0.9926464666545924,0.992246248059179,0.992435527202486
32,0.0144,99.53,0.9952622189104017,0.9952619037710202,0.9952620177164881,0.0272,99.18,0.9915223753370499,0.9919281465364848,0.9917013528629993
33,0.0118,99.61,0.9960945033771976,0.9960969801372038,0.9960957016603145,0.0216,99.38,0.9935330765266064,0.9938286885145722,0.9936740447493947
34,0.0137,99.55,0.9955056366365775,0.9955006625862249,0.9955029342493186,0.0289,99.18,0.9915530278896628,0.9916571360570051,0.9915807952866089
35,0.0124,99.61,0.9961308269856133,0.9961373642225804,0.9961338012230301,0.0206,99.37,0.9937083944377201,0.993417349348651,0.9935562738170576
36,0.0116,99.62,0.996203184315531,0.9962057524004102,0.9962043867532588,0.0245,99.24,0.9923878185974293,0.9920173436456403,0.9921900234521481
37,0.0114,99.66,0.9965385581266363,0.9965345847488213,0.9965365183987418,0.0260,99.35,0.9931918455830923,0.9934182296530509,0.9933015088498115
38,0.0116,99.63,0.9963287964592963,0.9963286526937676,0.9963286887203527,0.0328,99.11,0.990966922111246,0.9902987835403777,0.9905852324971148
39,0.0122,99.62,0.9961592445775549,0.996160823929718,0.9961599331382602,0.0242,99.24,0.9925251456985877,0.9921708443883327,0.9923420007288232
40,0.0114,99.61,0.9960740304883502,0.996074901479122,0.9960743331001289,0.0224,99.34,0.9933777343582683,0.9930336887448481,0.9931927413348257
41,0.0106,99.64,0.9963995220306943,0.9963987421270184,0.9963990772479969,0.0308,99.15,0.9917438758764957,0.9914906168565457,0.9916079327595158
42,0.0098,99.68,0.996780865157256,0.9967808363026269,0.9967807854295655,0.0534,98.48,0.9840991146692721,0.9856263931251557,0.9847905524114419
43,0.0106,99.67,0.9966817472426102,0.996679351948176,0.9966804802502642,0.0267,99.28,0.9923856294600939,0.9930994430845106,0.992732510455498
44,0.0099,99.69,0.9968774807528923,0.9968787166091386,0.9968780774881698,0.0175,99.49,0.9948851349949268,0.9948088608314198,0.9948451696660386
45,0.0097,99.67,0.9967247666927519,0.996723319847387,0.9967240260036784,0.0253,99.24,0.9925971838291601,0.9919178397758365,0.9922335949646516
46,0.0099,99.68,0.9967580138783679,0.9967574071799956,0.9967576657971,0.0348,99.24,0.992382687875014,0.9922066770349574,0.9922876719076028
47,0.0107,99.64,0.9964012833602924,0.9964000927248367,0.996400620425552,0.0260,99.22,0.9924424892369531,0.9920330597099043,0.9922215994405437
48,0.0101,99.69,0.9969451324443079,0.996939996803616,0.9969424199663973,0.0320,99.09,0.9912950129759809,0.990646943239373,0.9909356663814157
49,0.0097,99.66,0.9966374456594421,0.9966358347129446,0.9966365846039962,0.0271,99.31,0.9933812891911286,0.992984934876698,0.9931722247346693
50,0.0111,99.66,0.9966240424478312,0.9966256782959206,0.9966248052775826,0.0224,99.40,0.9939235327160316,0.993882042804195,0.9938918302645798
