Epoch,Train Loss,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Validation Loss,Validation Accuracy,Validation Precision,Validation Recall,Validation F1 Score
1,0.8160243626548837,70.21734905415911,0.6991547892057786,0.702600995912063,0.7003212937435053,1.2247154438717764,58.76522415133454,0.684551545370467,0.6025495844309797,0.552310169998953
2,0.5856891932728377,78.73639543923296,0.7861850592049896,0.7880452921064998,0.786956067478698,0.7915129351504842,73.31562580979528,0.7348925249154409,0.7276672257344649,0.7185525733683102
3,0.4787948881522053,82.62989116351386,0.8250063805208475,0.8263467502482459,0.8255533661973312,0.6556017710432009,74.62425498833895,0.7894013238164822,0.7624788708424305,0.7302377738599817
4,0.41725199496653415,84.84873024099508,0.847407469471364,0.8482229539085977,0.8477044470566554,0.607603792849288,79.05545478103136,0.8154246403309546,0.7968696295599264,0.7777147444108301
5,0.3723621588335445,86.57683337652242,0.8650422564096287,0.8658239453209384,0.8653332392374583,0.36626258689917884,86.66753044830267,0.8637140281657073,0.8651989608184131,0.8633214479024518
6,0.3409032082754559,87.73160145115315,0.8769264765532028,0.8775559988251301,0.877132455055833,0.2501100630077146,91.22181912412542,0.9097541394516158,0.9116839431886921,0.9104750274713322
7,0.31611975885232807,88.88636952578388,0.8881021606528068,0.8886592162114911,0.8882535922485778,0.3149750354404775,89.01269759004924,0.8935512244715174,0.8889548887358819,0.8884106298547679
8,0.2976442753486914,89.61518528116092,0.895835361111498,0.8962442281247527,0.8959524710647333,0.3802187944883886,86.71935734646281,0.8761770843661224,0.8576254460520845,0.8605193660214986
9,0.27461088822450047,90.42012179321068,0.9037298699787613,0.9041228488053361,0.9038566000187731,0.23415155030833268,91.4679968903861,0.9173821735197676,0.9113301140019107,0.9111409793973161
10,0.25916943637258494,90.95944545218968,0.9094709089464926,0.9097209158022849,0.9095383692200024,0.22173416841674912,91.94091733609743,0.9254252260893308,0.9132230072241891,0.9169679530989797
11,0.2381466745297603,91.66882612075668,0.9161363745779324,0.916421916867702,0.916238745775765,0.18250596122989743,93.61233480176212,0.9370517149503824,0.9341292316103394,0.9344865845075176
12,0.22766660295542657,92.17251878725058,0.9215917400925733,0.9218234901915867,0.9216677357975135,0.19455463996862774,92.95802021249028,0.933741600999934,0.9271752590276048,0.9280101378380462
13,0.21829816183953552,92.40088105726872,0.9239892115372282,0.9242045189343483,0.924071688427913,0.29460082830973044,89.8937548587717,0.9014444675787995,0.9003231681730876,0.897264612978308
14,0.21039339629402432,92.73451671417466,0.927107278227619,0.9273651001141281,0.9272074123675189,0.19331565073943904,92.84140969162996,0.9326868746833321,0.9234197756541944,0.9261123124053312
15,0.20638671523066227,92.98231407100285,0.929732659556711,0.9299106604859964,0.9297943090764059,0.17702118468935568,93.74190204716248,0.9368702282927175,0.9364292069336211,0.9362480732332171
16,0.1954173227000036,93.37749416947396,0.9334054655710395,0.9335710690768233,0.9334693292903802,0.24031698287659428,91.86965535112724,0.9260177618422857,0.913056024116816,0.915722877332694
17,0.19040747778007636,93.41798393366157,0.9342644093084819,0.9344229551020324,0.9343308135957548,0.18342064372716976,93.70303187354237,0.9404120036030031,0.9323555087889771,0.933973462731477
18,0.18303139502510737,93.69655351127236,0.9366647462976861,0.936819995772741,0.936726018106056,0.1548180681929054,94.62295931588494,0.9461082599368701,0.9450643234469285,0.945064958618641
19,0.17824301093676817,93.98160145115315,0.9396500813426881,0.9398617406350274,0.939735674912308,0.19703528578884855,93.20419797875097,0.936089154342477,0.9279784388749545,0.9298072160882344
20,0.1758209316957491,94.04962425498834,0.9403008360497866,0.9404343202784838,0.940351629059496,0.15435313780871113,94.49339207048457,0.945541702484656,0.9424281047268815,0.9436196747005625
21,0.16950203304714645,94.21806167400881,0.9420393044102874,0.9421951292276353,0.942101663571239,0.15990349388532882,94.38325991189427,0.9462770930866503,0.9406212629220094,0.9426059173949314
22,0.16552420057394962,94.38487950246177,0.9438747137796175,0.9440102528117591,0.9439299677788089,0.22327128499958426,92.26483544959834,0.9264192157162489,0.919288603102543,0.9191599943972462
23,0.1662026711404227,94.36706400621922,0.9436153097094908,0.9437161486687499,0.9436500464131031,0.15210510612181996,94.93392070484582,0.9496492571661092,0.9469398350231655,0.9477095309171456
24,0.15913334482860958,94.58570873283234,0.945915289783669,0.9459947289917489,0.9459466275385306,0.12974368773138548,95.58175693184764,0.9567816553710856,0.9535773110837762,0.9549406659696845
25,0.1576077464022167,94.54683855921223,0.9453901068819979,0.9454690319972635,0.9454213428509561,0.14111447624484266,95.20601192018658,0.9533466599430999,0.9489108623937378,0.9505116805799041
26,0.15110879080789888,94.92096398030579,0.9491374758781905,0.9492271108341132,0.9491706090865859,0.12899204154689767,95.52993003368748,0.9547899712615275,0.9539161739019727,0.9542144622502006
27,0.15052590842739982,94.90476807463074,0.9490437750978534,0.9491333022365972,0.949081119262616,0.1638278729344022,94.44804353459446,0.9455433207816737,0.9416879539019389,0.942781490094063
28,0.14335635849009293,95.16552215599896,0.9516231017997165,0.9517026161758797,0.9516550496340813,0.1544656102144493,94.65535112723504,0.9508661990052977,0.942364507648717,0.9455265005121112
29,0.1452503829921832,95.14446747862141,0.9511675347058068,0.951235303665993,0.9511931371919885,0.12266441322737769,95.87328323399845,0.9595031002123472,0.9566362650960678,0.9577101681115862
30,0.142942257956095,95.25945840891423,0.9524326905571188,0.9525271123827418,0.9524722992385518,0.13859957593973288,95.38740606374708,0.9574683877101788,0.9497301013370597,0.9526710821645639
31,0.1380930610254426,95.37282974863955,0.9536656821124825,0.9537306799024875,0.9536893215682346,0.13853088518369394,95.60119201865768,0.9568266485471173,0.954194515050329,0.9550154228322582
32,0.13762301946797173,95.34043793728945,0.9535110066088632,0.9536037740043815,0.9535484096763331,0.1346715748118233,95.65949727908784,0.9572276234371471,0.954663773591315,0.9555215009633056
33,0.137508075415649,95.41008033169214,0.9540114407525897,0.9540554677720786,0.9540292018441616,0.15009081577371197,95.01166105208603,0.9532895748859391,0.9464070890957815,0.9486757565071104
34,0.1331300327848701,95.48620108836487,0.9546847204652374,0.9547477641897003,0.9547068043951781,0.14066997526491187,95.47810313552733,0.9556937785639792,0.9517083914650168,0.9531071079453426
35,0.1302847848925257,95.63844260171028,0.9561161047136868,0.9562016365827009,0.9561516967118335,0.13772683240392286,95.47810313552733,0.9583187349021536,0.9511180278749521,0.953614289779749
36,0.13139679837330134,95.54288675822752,0.9552494185612568,0.9553148121101744,0.9552746785046042,0.14210317540416342,95.22544700699663,0.954579669547665,0.9487012531850072,0.9506533283077417
37,0.12684517554019534,95.8554677377559,0.9585447071821496,0.958638836865356,0.9585826281118178,0.12650428079483225,95.63358383000778,0.9559750246681884,0.9558644969149707,0.9555226879277069
38,0.1271166247787398,95.70322622441047,0.9569913214317562,0.9570720473063459,0.9570234028188374,0.21548608480518835,93.42446229593159,0.9389798382098363,0.935025357118131,0.9341646339988985
39,0.12935097411134971,95.66597564135786,0.9567057175292776,0.9568274908070288,0.9567591991561744,0.11143191072243357,96.17128789841928,0.9626998325940035,0.959790853790541,0.9610160860998502
40,0.12439320260547873,95.8554677377559,0.9585398760633438,0.9586166320010323,0.9585710696882302,0.16586596977571122,94.81083182171547,0.9490031103075925,0.9464341325843915,0.9465131022503053
41,0.12479745553000565,95.80202124902824,0.9579145457717237,0.9579781992821501,0.9579402719365445,0.1756002810459746,94.50634879502462,0.9461697064303516,0.9411517723007277,0.9422913448479497
42,0.12334010484990292,95.97531743975124,0.9597140651791184,0.9597638029445628,0.9597304587913378,0.23498172466845615,93.1782845296709,0.9322099264218457,0.9306665616107641,0.9297921427361858
43,0.11627648468418868,96.18748380409433,0.961686098494765,0.96175620920924,0.9617168725481524,0.16412668706035516,94.5711324177248,0.9488263380266329,0.9437494835960251,0.9441625187211494
44,0.11783809698635586,96.06925369266649,0.9606316543658527,0.9606552871694805,0.9606374128718509,0.11077502181350521,96.47577092511013,0.9655927242986585,0.9628974997986575,0.964098289625617
45,0.11463879017108675,96.18586421352683,0.9618310510940815,0.9618811431089908,0.9618495646376943,0.14022993218388957,95.62062710546773,0.9557408072798323,0.9551503874982115,0.9551285205409928
46,0.12028522359429246,96.02390515677637,0.9601308067082827,0.9601779612938918,0.9601495228271434,0.10774077860759976,96.56646799689038,0.9646404805161795,0.9647040105439011,0.9645035817947455
47,0.11681561115332952,96.09840632288157,0.9607936416789298,0.9608526258418679,0.9608187011861232,0.1111565463396279,96.41098730240995,0.9640329245329702,0.9634278556122214,0.9636166384127495
48,0.11502220670021877,96.18100544182431,0.9617889882326097,0.9618430729493809,0.9618100603600936,0.14325830385794644,95.5752785695776,0.9556455841502984,0.9540388539846312,0.9541724523410624
49,0.11295211625483292,96.28951800984711,0.9628473459918635,0.9629010355184291,0.9628704803272545,0.16203309888093428,94.75252656128531,0.9509872742346318,0.9438206173527272,0.9460709981363158
50,0.11685908384225452,96.09516714174657,0.9608626080517058,0.9608907907149208,0.9608688817449155,0.1244135867398402,95.98989375485877,0.9600486316681638,0.9579122596510431,0.9586458746502731
51,0.11050083466649895,96.25874578906452,0.9624676920560202,0.9625335867956344,0.9624965333537765,0.21284862237695149,94.29904120238403,0.9435425061974407,0.9405322473189328,0.9399237671443443
52,0.1109293269993583,96.44661829489505,0.9645415941515458,0.9646022284241685,0.9645668644303886,0.16838721229138498,95.19305519564654,0.9507966325337398,0.9509099235774402,0.9499664141687519
