Epoch,Train Loss,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Validation Loss,Validation Accuracy,Validation Precision,Validation Recall,Validation F1 Score
1,0.42214105963475346,85.86259393625292,0.8578056387553062,0.8587964661604484,0.8582243358589035,0.3212664486024498,89.20057009587975,0.891186520274641,0.8905633330633146,0.8902133062646035
2,0.20526908624125886,93.390450894014,0.933699994717891,0.9336952760117389,0.9336835972484914,5.2628245908489895,85.04146151852811,0.8806421490758831,0.8571923380011488,0.8450701387191999
3,0.15062425080397276,95.08292303705623,0.9508560321855453,0.9508893463601485,0.950867228447569,0.13256305963385942,95.90567504534853,0.9587598252712195,0.9595605584408005,0.9583442042213588
4,0.1272944434782384,95.91539258875356,0.9591709869212841,0.9591601621358089,0.9591607217583541,0.12384341729897236,96.19072298522933,0.9633906190583653,0.959992558509183,0.9608663203867456
5,0.10927860310754782,96.4644337911376,0.9647061418171599,0.9646745997072161,0.9646842891966,0.38822209945887576,87.91137600414615,0.9028843561570016,0.8872628419053349,0.8777416017965821
6,0.09586477448628164,96.90010365379632,0.9690698008304897,0.9690938792956507,0.9690795498253055,0.10771787758485592,96.4628142005701,0.9667829713281999,0.9666733091000087,0.9650704514716568
7,0.08542934268510326,97.23859808240476,0.9723281391555967,0.9723052929442093,0.9723142124391971,0.10240235488692467,96.77377558953097,0.9674128890570213,0.9658785151052263,0.9664004991265204
8,0.07628023491960038,97.51716766001555,0.9751675839319773,0.9751664679122527,0.9751653829477304,0.13279591266004262,95.66597564135786,0.9618601344211375,0.9549758404932626,0.9572217395151659
9,0.07353355034056645,97.63215859030836,0.976223986318294,0.9762285350936197,0.9762248280034631,0.06457793961802483,97.86861881316403,0.9788703520360552,0.9775440040293771,0.9781384389020613
10,0.06904137427423998,97.7487691111687,0.9774933110555352,0.9775000681952848,0.97749602033804,0.07901437070907655,97.36330655610261,0.9738240286525015,0.9733518786609936,0.9733449860664434
11,0.06406407524189801,97.97713138118684,0.9797926701652759,0.9797981016434044,0.9797946961345448,0.13630543003813173,96.0352422907489,0.9585840450218647,0.9604725134630941,0.9585290733729105
12,0.05920433376401837,98.09212231147966,0.9809192816590401,0.9809050117420777,0.9809114537846018,0.08802450641273898,97.67426794506349,0.9763770889558734,0.9771808219215438,0.9766317845398694
13,0.05524677743060379,98.23950505312257,0.9823721829862699,0.9823756116641429,0.9823730948201386,0.06456753752128921,97.81679191500389,0.9767798729552472,0.9794373383648607,0.9778882282059781
14,0.051960690874712535,98.29295154185021,0.9829380808273047,0.9829284463632939,0.9829325293758533,0.05302128736372298,98.32858253433533,0.9827988585726504,0.9835664171274439,0.9831245064608467
