Epoch,Train Loss,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Validation Loss,Validation Accuracy,Validation Precision,Validation Recall,Validation F1 Score
1,0.23275351752985482,92.51587198756154,0.9251417045185258,0.9252555109475318,0.9251789955649308,0.1511697061898664,94.93392070484582,0.9518186175454058,0.9475174420438552,0.9488887593603081
2,0.11940473115670017,96.11298263798912,0.9611281865176576,0.9611028337346491,0.9611103326805688,0.08472076252733995,97.22078258616222,0.9718297038816074,0.9721100268186712,0.971801772257761
3,0.0945778983587235,97.01185540295414,0.9701121048225146,0.9701125332147387,0.9701103340110097,0.09411062531496499,96.93573464628142,0.9692793875971459,0.9698723622751617,0.9693825347593685
4,0.08027666333985607,97.42647058823529,0.974122631230488,0.9741267233040151,0.9741233226165088,0.1178953605646283,95.69188909043794,0.961392367411458,0.9548903508133966,0.9571862096381187
5,0.06485064485281648,97.88157553770407,0.9787737285401961,0.9787702638354039,0.9787708285756884,0.18141491420390007,94.81731018398548,0.9527591134832358,0.9539682091850745,0.9507160473317491
6,0.06487095730193441,97.858901269759,0.9785693245425434,0.978555719383707,0.9785613155362748,0.05856410289483437,98.04353459445453,0.9817191649495235,0.9791881341813541,0.9800857676490136
7,0.056471070020165236,98.18929774552993,0.9818807429116383,0.9818912934572389,0.9818847638255009,0.08067109638224702,97.4669603524229,0.976958090769035,0.9729141404190559,0.9744677125685703
8,0.05000417145316542,98.31076703809278,0.9830045163222785,0.9829990935955446,0.9830011896459977,0.08685700540827233,97.66131122052346,0.9758762435361259,0.975263966571323,0.9751863617344263
9,0.04491224862518117,98.48730240995076,0.9849237085220932,0.9849149802662104,0.9849179616275534,0.09640079000214315,97.25965275978233,0.9719690522972854,0.9735195672502144,0.9720743650458412
10,0.04403930046575125,98.568281938326,0.9856721910105765,0.9856765032445415,0.985674076093381,0.05352583730570233,98.49701995335579,0.9852339223141369,0.9844011568149278,0.9847733448153977
11,0.04055371953112947,98.71890386110391,0.9871793383691995,0.9871827584259757,0.9871805593794135,0.03739996238605385,98.84685151593678,0.9883713003705734,0.9881733534986661,0.988244157541328
12,0.03679197777609746,98.79016584607412,0.987928378321684,0.9879297331145147,0.9879289951147777,0.06554323555285896,98.06944804353459,0.982369431282756,0.9787557653281111,0.9803842181260415
13,0.033762458476332656,98.87924332728686,0.9887452075615497,0.9887345673301687,0.9887394793346483,0.036030744784271096,98.91163513863695,0.9889942903321673,0.9889029288909236,0.9889445052177942
14,0.032538604697060575,98.95374449339207,0.9895471408153909,0.9895573351078634,0.9895519936128034,0.09472027691975929,98.19253692666494,0.9819586000534337,0.9813304089740852,0.9815245918372665
