Epoch,Train Loss,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Validation Loss,Validation Accuracy,Validation Precision,Validation Recall,Validation F1 Score
1,0.6464347693818221,76.608253433532,0.7642282531792776,0.7663683120501005,0.7649084566583655,0.45702621781924746,83.18864990930292,0.8367267952388067,0.8402590944313164,0.8318111995045994
2,0.39701742708219767,85.63585125680228,0.8560112744908385,0.8567725760728072,0.8562981975765713,0.4181844946575461,84.88598082404768,0.8649428191795083,0.834303069845632,0.8380189794986157
3,0.299565060068057,89.43864990930292,0.8939089200321673,0.8943872881815634,0.8940778261889175,0.2992835075249336,89.10987302409951,0.8997251858035633,0.8969644215317213,0.8930066802801375
4,0.2527539044049197,91.02908784659238,0.9098741376066689,0.9101440421876147,0.9099769772158659,0.5245622557049953,82.26872246696036,0.8349064948395089,0.8228010840774367,0.805484688671453
5,0.21860234335238607,92.31342316662348,0.9229628762712557,0.9231846163805729,0.9230466366012722,0.20353079653165726,92.73775589530966,0.9297188999044508,0.9265962542981223,0.9267083288268678
6,0.18885300698994123,93.28841668826121,0.9328485054088281,0.9330261094337504,0.9329249972383802,0.19457850609491453,93.30785177507126,0.9303931668478526,0.9340326950898182,0.9312768076884503
7,0.17051771267563337,94.05448302669085,0.9402880839801327,0.9404383625259888,0.9403515509600342,0.17169657010608208,94.3184762891941,0.9440102571752413,0.9404340954909676,0.9418489779464987
8,0.15489093296258793,94.57437159885981,0.9457133617344513,0.9457961270335049,0.9457427742376354,0.17551682045293768,93.85203420575279,0.939837941138676,0.9348171634605839,0.9366223874441467
9,0.14080513766990888,95.23192536926665,0.9522340744305853,0.9522785249948255,0.9522497655857975,0.150294603789553,94.66830785177507,0.9477449227454287,0.9441377124781568,0.9453825982553415
10,0.12555414738912868,95.7485747603006,0.9575390131407239,0.9575632997922691,0.9575457253111271,0.11799936305237915,96.08706918890904,0.9604478380874634,0.9602481366354758,0.9602585594123075
11,0.11566965477541089,95.97531743975124,0.9595857820145306,0.9596192711358236,0.9595968587568132,0.282481252275577,90.30189168178285,0.908007479582147,0.9060077439636642,0.9003734160933625
12,0.10838637189068615,96.34134490800726,0.9634359182343162,0.9634702544067559,0.9634498737146482,0.1191609572488082,95.98989375485877,0.9582823874433745,0.9589818980363218,0.9584499122690038
13,0.09995806106496506,96.55027209121535,0.965517262051271,0.9655798968456362,0.9655447414218923,0.12049710204801667,95.9639803057787,0.9580655879177614,0.959459144089862,0.9586890607681643
14,0.09494196446009288,96.73814459704586,0.9673318372804831,0.9673806364350767,0.9673527890956911,0.274751406992105,91.87613371339725,0.9216132325662669,0.9213156406604042,0.9152335776580001
15,0.09122211937394495,96.80616740088105,0.96808288253131,0.9680969806593561,0.968086329272458,0.12449574435330295,95.87976159626847,0.9582425278441337,0.9585499441032616,0.9580173000378629
16,0.08646227676298353,97.01833376522416,0.9700636687733842,0.9700884725362869,0.9700732071748267,0.1755124763074653,94.18243068152371,0.9485381400549164,0.9369218293196346,0.941411379966765
17,0.08629705125147506,97.04424721430422,0.9705354539301931,0.9705460411845035,0.970539608415768,0.10766277735735681,96.49520601192019,0.9652876151477989,0.9630460660780505,0.9637786955311112
18,0.07862171622402146,97.31957761078,0.9731225118622615,0.9731442453334554,0.9731315992048183,0.16334728866248674,94.76548328582534,0.9452980636286397,0.9481837776944777,0.9454520108073117
19,0.07557636351967617,97.4280901788028,0.9742542115173605,0.974299389956975,0.9742736785338217,0.12665251737526054,95.85384814718839,0.9564011888196097,0.9595647959861677,0.9576137726033453
20,0.07535958176483569,97.4280901788028,0.9742360650324307,0.9742747992397529,0.9742534898330355,0.11842566820036998,95.69188909043794,0.9596177309179397,0.9540140075370636,0.9560511085600365
21,0.07087410377888033,97.6046255506608,0.9760256809679727,0.9760568549612066,0.9760381576599865,0.09764464119474324,96.66364343094065,0.966917921107854,0.9652403999990319,0.9658159050437352
22,0.06960395051644744,97.61758227520083,0.9762234604179122,0.9762449734564314,0.9762325681000706,0.20167973861638186,93.92329619072298,0.943517307718299,0.9336143563636252,0.936797304551295
23,0.06500176017346353,97.76334542627623,0.9776482427162418,0.9776608007643092,0.977653622890242,0.13487764728529375,95.81497797356828,0.9585038608433325,0.9564430481468165,0.9570254988712228
24,0.06446439983691764,97.79735682819383,0.9780154955927411,0.9780356860333883,0.9780242954883245,0.10165252904677628,96.62477325732056,0.9647727829681114,0.9663897125576769,0.965397379262106
25,0.06123775053462327,97.86861881316403,0.978672898722215,0.9786821639602985,0.9786757260314339,0.10220534698054287,96.786732314071,0.9660056420147735,0.969086135109297,0.9673291022309021
26,0.05961071508619156,97.9674138377818,0.979677557749538,0.9796855125090911,0.979681058640845,0.10852972042491837,96.69603524229075,0.9665207195215993,0.9670552429139873,0.9664469966400789
27,0.06229763818410746,97.91396734905416,0.9791650179885916,0.9791694145576764,0.9791660211076976,0.07436838938812937,97.68074630733351,0.9765589178998965,0.9758169495219262,0.9760441132934231
28,0.055203196903421674,98.20711324177248,0.9820803341131893,0.9820867215734184,0.9820831839300411,0.08527588693766834,97.22726094843223,0.9723252692045907,0.9709724299111381,0.9715760980288461
29,0.05792043438589036,98.05487172842706,0.9804742300221787,0.9804763538869613,0.9804737835443357,0.08097025519574358,97.37626328064265,0.9743004367515391,0.9719616211332615,0.9729788512096559
30,0.05465245019016279,98.10507903601969,0.9810182446215107,0.9810189283193876,0.9810177086816351,0.08102393077250655,97.22726094843223,0.9716027901686756,0.9719966149093842,0.9717573781046972
31,0.055030834696248386,98.12289453226225,0.9812410151200699,0.98123735689072,0.9812387294191702,0.08938626955069533,97.1819124125421,0.9717026301142355,0.971236811789777,0.9714124526757529
